Age,Occupation,Gender,Worth,Product.Type,MaritalStatus,Location,Buy.Status
37,Civil service,M,117000,Savings,M,OGUN,Y
39,Civil service,M,117000,Savings,S,LAGOS,Y
36,Civil service,F,117000,Savings,M,LAGOS,Y
48,Civil service,M,117000,Savings,M,NASARAWA,Y
36,Civil service,M,117000,Savings,M,LAGOS,Y
34,Civil service,F,117000,Savings,M,LAGOS,Y
43,Civil service,M,117000,Savings,M,OGUN,N
30,Civil service,M,117000,Savings,M,LAGOS,Y
31,Civil service,M,117000,Savings,S,LAGOS,Y
27,Civil service,M,117000,Savings,S,LAGOS,Y
37,Student,M,117000,Savings,M,LAGOS,Y
56,Civil service,M,117000,Savings,M,LAGOS,Y
34,Civil service,M,117000,Savings,M,OGUN,Y
32,Civil service,M,117000,Savings,S,LAGOS,Y
48,Civil service,M,117000,Savings,M,LAGOS,Y
48,Civil service,M,117000,Savings,M,LAGOS,Y
32,Civil service,F,117000,Savings,M,LAGOS,Y
38,Civil service,F,117000,Savings,M,OGUN,Y
35,Civil service,F,117000,Savings,M,OGUN,Y
33,Civil service,F,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,Y
37,Civil service,M,117000,Savings,M,LAGOS,Y
37,Civil service,M,117000,Savings,M,LAGOS,Y
27,Civil service,M,117000,Savings,M,LAGOS,Y
34,Civil service,M,117000,Savings,M,LAGOS,Y
37,Civil service,M,117000,Savings,M,LAGOS,Y
40,Civil service,M,117000,Savings,M,OGUN,Y
40,Civil service,M,117000,Savings,M,OGUN,Y
47,Civil service,M,117000,Savings,M,LAGOS,Y
39,Civil service,M,117000,Savings,M,LAGOS,Y
34,Enterprenuer,F,117000,Savings,S,LAGOS,Y
35,Civil service,F,117000,Savings,S,LAGOS,Y
44,Civil service,M,117000,Savings,M,LAGOS,Y
43,Civil service,M,117000,Savings,M,LAGOS,Y
47,Civil service,F,117000,Savings,M,LAGOS,Y
39,Civil service,M,117000,Savings,M,ONDO,Y
40,Civil service,M,117000,Savings,M,LAGOS,Y
47,Civil service,M,117000,Savings,M,LAGOS,Y
47,Civil service,M,117000,Savings,M,OGUN,Y
47,Civil service,M,117000,Savings,M,OGUN,Y
34,Civil service,M,117000,Savings,M,LAGOS,Y
46,Civil service,M,117000,Savings,M,LAGOS,Y
40,Civil service,M,117000,Savings,M,LAGOS,Y
43,Civil service,F,117000,Savings,M,LAGOS,Y
40,Civil service,M,117000,Savings,M,LAGOS,Y
29,Civil service,M,117000,Savings,S,LAGOS,N
29,Civil service,M,117000,Savings,S,LAGOS,Y
39,Civil service,M,117000,Savings,S,LAGOS,Y
49,Civil service,M,117000,Savings,M,LAGOS,Y
30,Civil service,F,117000,Savings,S,DELTA,Y
33,Enterprenuer,M,117000,Savings,M,LAGOS,N
41,Civil service,F,117000,Savings,M,LAGOS,N
41,Civil service,F,117000,Savings,M,LAGOS,N
46,Civil service,M,117000,Savings,M,LAGOS,Y
53,Civil service,M,117000,Savings,M,LAGOS,Y
41,Civil service,F,117000,Savings,M,LAGOS,Y
41,Civil service,F,117000,Savings,M,LAGOS,Y
47,Civil service,M,117000,Savings,M,LAGOS,N
41,Civil service,M,117000,Savings,M,LAGOS,Y
29,Civil service,F,117000,Savings,S,LAGOS,Y
40,Civil service,M,117000,Savings,M,LAGOS,Y
37,Civil service,M,117000,Savings,M,LAGOS,Y
35,Civil service,M,117000,Savings,M,BENUE,Y
47,Civil service,M,117000,Savings,M,LAGOS,Y
37,Civil service,M,117000,Savings,M,LAGOS,N
37,Civil service,M,117000,Savings,M,LAGOS,Y
47,Civil service,M,117000,Savings,M,LAGOS,Y
38,Civil service,M,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,Y
43,Civil service,M,117000,Savings,M,LAGOS,Y
51,Civil service,M,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,OGUN,Y
29,Civil service,F,117000,Savings,S,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,N
36,Civil service,F,117000,Savings,M,LAGOS,N
36,Civil service,F,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,N
45,Civil service,M,117000,Savings,M,LAGOS,Y
45,Civil service,M,117000,Savings,M,LAGOS,Y
36,Professional,M,117000,Savings,M,BENUE,Y
32,Civil service,M,117000,Savings,S,LAGOS,N
34,Civil service,M,117000,Savings,M,OGUN,Y
47,Civil service,M,117000,Savings,M,ONDO,Y
31,Civil service,F,117000,Savings,M,LAGOS,N
31,Civil service,F,117000,Savings,M,LAGOS,N
31,Civil service,F,117000,Savings,M,LAGOS,Y
31,Civil service,F,117000,Savings,M,LAGOS,N
31,Civil service,F,117000,Savings,M,LAGOS,N
31,Civil service,F,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,Y
33,Civil service,M,117000,Savings,M,OYO,Y
31,Civil service,F,117000,Savings,S,OGUN,Y
32,Civil service,M,117000,Savings,M,LAGOS,Y
36,Civil service,F,117000,Savings,M,ONDO,Y
39,Civil service,F,117000,Savings,M,ONDO,N
41,Civil service,M,117000,Savings,M,LAGOS,Y
37,Civil service,M,117000,Savings,M,LAGOS,Y
45,Civil service,M,117000,Savings,M,LAGOS,Y
34,Civil service,F,117000,Savings,S,LAGOS,Y
43,Civil service,M,117000,Savings,M,OYO,Y
43,Civil service,M,117000,Savings,M,OYO,Y
36,Civil service,M,117000,Savings,M,OSUN,Y
36,Civil service,M,117000,Savings,M,OSUN,Y
33,Civil service,F,117000,Savings,S,LAGOS,Y
33,Civil service,F,117000,Savings,M,ANAMBRA,Y
32,Administrative,F,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,Y
37,Civil service,M,117000,Savings,M,LAGOS,N
37,Civil service,M,117000,Savings,M,LAGOS,N
37,Civil service,M,117000,Savings,M,LAGOS,N
35,Civil service,M,117000,Savings,M,LAGOS,Y
39,Civil service,F,117000,Savings,M,LAGOS,Y
37,Civil service,M,117000,Savings,M,LAGOS,N
37,Civil service,M,117000,Savings,M,LAGOS,N
33,Civil service,F,117000,Savings,M,ANAMBRA,Y
34,Civil service,M,117000,Savings,M,LAGOS,Y
36,Civil service,M,117000,Savings,M,LAGOS,Y
37,Civil service,F,117000,Savings,M,LAGOS,Y
36,Civil service,M,117000,Savings,M,LAGOS,Y
36,Civil service,M,117000,Savings,M,LAGOS,Y
37,Civil service,M,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,OYO,Y
37,Civil service,F,117000,Savings,M,LAGOS,Y
37,Civil service,F,117000,Savings,M,LAGOS,Y
37,Civil service,F,117000,Savings,M,LAGOS,Y
38,Enterprenuer,M,117000,Savings,M,LAGOS,Y
37,Civil service,M,117000,Savings,M,OGUN,Y
37,Civil service,M,117000,Savings,M,OGUN,Y
31,Civil service,M,117000,Savings,M,LAGOS,Y
43,Civil service,M,117000,Savings,M,LAGOS,N
50,Civil service,F,117000,Savings,M,LAGOS,N
34,Civil service,M,117000,Savings,M,LAGOS,Y
40,Civil service,M,117000,Savings,M,OSUN,N
40,Civil service,M,117000,Savings,M,OSUN,Y
60,Civil service,F,117000,Savings,M,LAGOS,N
36,Civil service,F,117000,Savings,M,LAGOS,N
37,Civil service,F,117000,Savings,S,OGUN,Y
39,Civil service,F,117000,Savings,M,LAGOS,N
43,Civil service,M,117000,Savings,M,LAGOS,N
43,Civil service,M,117000,Savings,M,LAGOS,N
30,Civil service,M,117000,Savings,M,LAGOS,Y
41,Civil service,F,117000,Savings,M,LAGOS,Y
58,Civil service,M,117000,Savings,M,DELTA,N
40,Professional,M,117000,Savings,M,DELTA,Y
47,Civil service,M,117000,Savings,M,LAGOS,Y
47,Civil service,M,117000,Savings,M,LAGOS,Y
44,Civil service,F,117000,Savings,M,LAGOS,Y
35,Civil service,F,117000,Savings,M,LAGOS,Y
36,Civil service,M,117000,Savings,M,LAGOS,Y
36,Civil service,M,117000,Savings,M,LAGOS,Y
31,Civil service,M,117000,Savings,M,LAGOS,Y
29,Civil service,F,117000,Savings,S,OGUN,Y
36,Civil service,F,117000,Savings,M,OGUN,Y
34,Civil service,M,117000,Savings,M,OGUN,Y
55,Civil service,M,117000,Savings,M,LAGOS,N
33,Civil service,F,117000,Savings,M,LAGOS,Y
33,Civil service,F,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,LAGOS,Y
34,Civil service,M,117000,Savings,S,LAGOS,Y
53,Civil service,F,117000,Savings,M,LAGOS,Y
35,Civil service,M,117000,Savings,M,LAGOS,Y
41,Civil service,M,117000,Savings,M,LAGOS,Y
41,Civil service,M,117000,Savings,M,LAGOS,Y
45,Civil service,F,117000,Savings,M,LAGOS,Y
45,Civil service,F,117000,Savings,M,LAGOS,Y
41,Civil service,M,117000,Savings,M,LAGOS,Y
45,Civil service,F,117000,Savings,M,LAGOS,Y
40,Civil service,F,117000,Savings,M,EDO,Y
37,Civil service,M,117000,Savings,M,LAGOS,Y
38,Enterprenuer,M,117000,Savings,M,LAGOS,Y
38,Enterprenuer,M,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,LAGOS,N
46,Civil service,M,117000,Savings,M,LAGOS,Y
50,Civil service,M,117000,Savings,M,OGUN,N
41,Civil service,F,117000,Savings,M,CROSS RIVER,Y
31,Civil service,M,117000,Savings,M,LAGOS,N
37,Student,M,117000,Savings,M,LAGOS,N
35,Civil service,M,117000,Savings,M,LAGOS,N
36,Enterprenuer,M,117000,Savings,M,BENUE,Y
56,Civil service,F,117000,Savings,M,LAGOS,Y
41,Civil service,M,117000,Savings,M,LAGOS,Y
41,Civil service,M,117000,Savings,M,LAGOS,Y
32,Civil service,M,117000,Savings,M,LAGOS,N
39,Civil service,M,117000,Savings,M,LAGOS,N
39,Civil service,M,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,S,LAGOS,Y
43,Civil service,M,117000,Savings,M,LAGOS,Y
43,Civil service,M,117000,Savings,M,LAGOS,Y
37,Civil service,F,117000,Savings,M,LAGOS,Y
37,Civil service,F,117000,Savings,M,LAGOS,Y
37,Civil service,F,117000,Savings,M,LAGOS,N
37,Civil service,F,117000,Savings,M,LAGOS,Y
50,Civil service,M,117000,Savings,M,OGUN,Y
50,Civil service,M,117000,Savings,M,OGUN,Y
45,Civil service,M,117000,Savings,M,LAGOS,Y
38,Civil service,M,117000,Savings,M,LAGOS,Y
38,Civil service,M,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,Y
31,Civil service,F,117000,Savings,S,LAGOS,Y
27,Civil service,F,117000,Savings,S,LAGOS,Y
34,Civil service,F,117000,Savings,M,LAGOS,Y
34,Civil service,F,117000,Savings,M,LAGOS,N
36,Civil service,M,117000,Savings,M,LAGOS,Y
36,Civil service,M,117000,Savings,M,LAGOS,Y
33,Civil service,F,117000,Savings,M,OGUN,Y
39,Civil service,M,117000,Savings,S,LAGOS,N
38,Civil service,F,117000,Savings,M,OGUN,Y
38,Civil service,F,117000,Savings,M,OGUN,Y
20,Civil service,F,117000,Savings,S,OGUN,N
33,Civil service,M,117000,Savings,M,LAGOS,Y
31,Civil service,F,117000,Savings,S,LAGOS,Y
37,Civil service,M,117000,Savings,M,LAGOS,N
37,Civil service,M,117000,Savings,M,LAGOS,Y
50,Civil service,M,117000,Savings,M,LAGOS,Y
49,Civil service,M,117000,Savings,M,LAGOS,Y
28,Civil service,M,117000,Savings,M,LAGOS,Y
28,Civil service,M,117000,Savings,M,LAGOS,Y
54,Civil service,M,117000,Savings,M,LAGOS,Y
54,Civil service,M,117000,Savings,M,LAGOS,Y
38,Civil service,M,117000,Savings,M,OGUN,N
31,Civil service,M,117000,Savings,M,LAGOS,Y
47,Civil service,M,117000,Savings,M,LAGOS,Y
47,Civil service,M,117000,Savings,M,LAGOS,Y
44,Civil service,F,117000,Savings,M,LAGOS,Y
45,Civil service,M,117000,Savings,M,LAGOS,Y
24,Civil service,F,117000,Savings,S,OGUN,Y
43,Civil service,M,117000,Savings,M,LAGOS,Y
37,Civil service,M,117000,Savings,M,LAGOS,Y
38,Civil service,M,117000,Savings,M,ONDO,Y
38,Civil service,M,117000,Savings,M,ONDO,Y
36,Civil service,F,117000,Savings,M,LAGOS,Y
35,Civil service,F,117000,Savings,M,LAGOS,N
35,Civil service,F,117000,Savings,M,LAGOS,N
59,Civil service,M,117000,Savings,M,LAGOS,Y
34,Civil service,F,117000,Savings,S,LAGOS,Y
48,Civil service,M,117000,Savings,M,ONDO,Y
36,Civil service,F,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,OYO,Y
43,Civil service,M,117000,Savings,M,OGUN,Y
35,Civil service,F,117000,Savings,M,LAGOS,Y
47,Civil service,M,117000,Savings,M,RIVERS,Y
42,Civil service,M,117000,Savings,M,LAGOS,N
36,Civil service,F,117000,Savings,M,ONDO,Y
38,Civil service,F,117000,Savings,M,EDO,N
34,Civil service,F,117000,Savings,M,LAGOS,Y
34,Civil service,F,117000,Savings,M,LAGOS,N
34,Civil service,F,117000,Savings,M,LAGOS,Y
41,Civil service,M,117000,Savings,M,LAGOS,N
41,Civil service,M,117000,Savings,M,LAGOS,N
41,Civil service,M,117000,Savings,M,LAGOS,N
42,Civil service,F,117000,Savings,M,LAGOS,N
38,Civil service,M,117000,Savings,M,OGUN,Y
36,Civil service,F,117000,Savings,S,LAGOS,Y
39,Civil service,M,117000,Savings,M,LAGOS,Y
35,Civil service,F,117000,Savings,M,LAGOS,Y
27,Civil service,M,117000,Savings,S,ABUJA,Y
26,Civil service,F,117000,Savings,S,LAGOS,N
26,Civil service,F,117000,Savings,S,LAGOS,N
45,Civil service,M,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,LAGOS,N
44,Civil service,M,117000,Savings,M,LAGOS,N
44,Civil service,M,117000,Savings,M,LAGOS,N
25,Civil service,F,117000,Savings,M,LAGOS,N
44,Civil service,M,117000,Savings,M,LAGOS,N
43,Civil service,M,117000,Savings,M,LAGOS,Y
37,Civil service,M,117000,Savings,S,ADAMAWA,N
45,Civil service,M,117000,Savings,M,ABUJA,Y
26,Civil service,F,117000,Savings,S,LAGOS,N
25,Civil service,F,117000,Savings,M,LAGOS,Y
37,Civil service,F,117000,Savings,M,LAGOS,N
38,Enterprenuer,M,117000,Savings,M,LAGOS,Y
37,Civil service,F,117000,Savings,M,LAGOS,Y
36,Civil service,M,117000,Savings,M,OSUN,Y
51,Enterprenuer,M,117000,Savings,M,ONDO,Y
51,Enterprenuer,M,117000,Savings,M,ONDO,Y
39,Civil service,M,117000,Savings,M,LAGOS,Y
39,Professional,F,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,LAGOS,Y
39,Professional,F,117000,Savings,M,LAGOS,Y
41,Enterprenuer,M,117000,Savings,M,IMO,Y
41,Enterprenuer,M,117000,Savings,M,IMO,Y
41,Enterprenuer,M,117000,Savings,M,IMO,Y
56,Enterprenuer,M,117000,Savings,M,OGUN,Y
38,Enterprenuer,M,117000,Savings,M,OGUN,Y
33,Civil service,M,117000,Savings,S,LAGOS,Y
54,Enterprenuer,M,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,Y
31,Civil service,F,117000,Savings,M,LAGOS,Y
41,Civil service,F,117000,Savings,M,LAGOS,Y
45,Civil service,M,117000,Savings,M,LAGOS,Y
45,Civil service,M,117000,Savings,M,LAGOS,Y
45,Civil service,M,117000,Savings,M,LAGOS,Y
45,Civil service,M,117000,Savings,M,LAGOS,N
45,Civil service,M,117000,Savings,M,LAGOS,N
45,Civil service,M,117000,Savings,M,LAGOS,N
35,Civil service,F,117000,Savings,M,LAGOS,Y
25,Enterprenuer,M,117000,Savings,S,OGUN,Y
35,Civil service,F,117000,Savings,S,LAGOS,Y
36,Professional,M,117000,Savings,M,BENUE,Y
45,Civil service,M,117000,Savings,M,LAGOS,Y
45,Civil service,M,117000,Savings,M,LAGOS,Y
47,Professional,F,117000,Savings,M,DELTA,Y
44,Civil service,M,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,LAGOS,Y
44,Civil service,M,117000,Savings,M,LAGOS,Y
25,Enterprenuer,F,117000,Savings,S,LAGOS,Y
43,Civil service,M,117000,Savings,M,LAGOS,Y
43,Civil service,M,117000,Savings,M,LAGOS,Y
38,Civil service,M,117000,Savings,M,OGUN,N
42,Civil service,M,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,Y
46,Civil service,M,117000,Savings,M,ABUJA,Y
38,Civil service,M,117000,Savings,M,LAGOS,Y
38,Civil service,M,117000,Savings,M,LAGOS,Y
43,Civil service,M,117000,Savings,M,OGUN,Y
43,Civil service,M,117000,Savings,M,OGUN,Y
30,Civil service,M,117000,Savings,S,LAGOS,N
33,Enterprenuer,F,117000,Savings,M,OGUN,Y
42,Civil service,F,117000,Savings,M,LAGOS,N
35,Civil service,M,117000,Savings,M,LAGOS,Y
31,Civil service,M,117000,Savings,M,LAGOS,Y
37,Enterprenuer,M,117000,Savings,M,LAGOS,Y
45,Enterprenuer,M,117000,Savings,M,OGUN,Y
45,Enterprenuer,M,117000,Savings,M,OGUN,Y
45,Enterprenuer,M,117000,Savings,M,OGUN,Y
45,Enterprenuer,M,117000,Savings,M,OGUN,Y
32,Civil service,F,117000,Savings,M,LAGOS,Y
28,Civil service,F,117000,Savings,M,LAGOS,Y
46,Civil service,M,117000,Savings,M,LAGOS,Y
46,Civil service,M,117000,Savings,M,LAGOS,Y
40,Civil service,F,117000,Savings,M,LAGOS,Y
37,Enterprenuer,M,117000,Savings,M,LAGOS,Y
34,Enterprenuer,M,117000,Savings,M,LAGOS,Y
34,Enterprenuer,M,117000,Savings,M,LAGOS,Y
23,Civil service,F,117000,Savings,S,BENUE,Y
32,Civil service,M,117000,Savings,M,LAGOS,Y
32,Civil service,M,117000,Savings,M,LAGOS,Y
32,Civil service,M,117000,Savings,M,LAGOS,Y
32,Civil service,M,117000,Savings,M,LAGOS,Y
50,Enterprenuer,M,117000,Savings,M,OGUN,N
32,Professional,F,117000,Savings,M,LAGOS,N
38,Civil service,F,117000,Savings,M,LAGOS,N
35,Enterprenuer,M,117000,Savings,S,ABIA,N
30,Civil service,F,117000,Savings,M,LAGOS,N
30,Civil service,F,117000,Savings,M,LAGOS,N
39,Civil service,M,117000,Savings,M,LAGOS,N
40,Civil service,M,117000,Savings,M,LAGOS,Y
19,Student,F,117000,Savings,S,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,N
42,Civil service,M,117000,Savings,M,LAGOS,Y
38,Civil service,M,117000,Savings,M,LAGOS,Y
53,Enterprenuer,F,117000,Savings,M,LAGOS,N
53,Enterprenuer,F,117000,Savings,M,LAGOS,Y
47,Professional,M,117000,Savings,S,LAGOS,Y
26,Civil service,M,117000,Savings,S,OGUN,Y
38,Enterprenuer,M,117000,Savings,M,LAGOS,Y
50,Enterprenuer,M,117000,Savings,M,LAGOS,Y
38,Enterprenuer,M,117000,Savings,M,LAGOS,Y
47,Enterprenuer,F,117000,Savings,M,LAGOS,Y
42,Enterprenuer,M,117000,Savings,M,OGUN,Y
37,Enterprenuer,M,117000,Savings,M,LAGOS,Y
37,Enterprenuer,M,117000,Savings,M,LAGOS,N
37,Enterprenuer,M,117000,Savings,M,LAGOS,Y
51,Civil service,M,117000,Savings,M,OGUN,Y
35,Civil service,F,117000,Savings,S,LAGOS,Y
35,Civil service,F,117000,Savings,S,LAGOS,N
35,Civil service,F,117000,Savings,S,LAGOS,N
35,Civil service,F,117000,Savings,S,LAGOS,N
30,Enterprenuer,M,117000,Savings,M,OGUN,Y
41,Civil service,M,117000,Savings,M,OGUN,Y
41,Civil service,M,117000,Savings,M,OGUN,Y
41,Civil service,M,117000,Savings,M,OGUN,N
32,Enterprenuer,F,117000,Savings,M,OGUN,Y
35,Civil service,F,117000,Savings,S,LAGOS,N
38,Enterprenuer,F,117000,Savings,M,LAGOS,Y
33,Enterprenuer,M,117000,Savings,M,LAGOS,Y
53,Civil service,M,117000,Savings,M,LAGOS,N
46,Civil service,M,117000,Savings,M,LAGOS,Y
46,Civil service,M,117000,Savings,M,LAGOS,Y
46,Civil service,M,117000,Savings,M,LAGOS,Y
33,Civil service,F,117000,Savings,M,LAGOS,Y
46,Civil service,F,117000,Savings,M,LAGOS,Y
44,Enterprenuer,M,117000,Savings,M,LAGOS,Y
46,Civil service,F,117000,Savings,M,LAGOS,Y
50,Civil service,M,117000,Savings,M,LAGOS,Y
45,Enterprenuer,F,117000,Savings,M,LAGOS,Y
37,Enterprenuer,M,117000,Savings,M,LAGOS,Y
37,Enterprenuer,M,117000,Savings,M,LAGOS,Y
52,Civil service,M,117000,Savings,M,LAGOS,Y
54,Enterprenuer,M,117000,Savings,M,LAGOS,Y
42,Civil service,F,117000,Savings,M,DELTA,N
42,Civil service,F,117000,Savings,M,DELTA,N
44,Professional,M,117000,Savings,M,LAGOS,N
44,Professional,M,117000,Savings,M,LAGOS,N
44,Professional,M,117000,Savings,M,LAGOS,N
48,Civil service,M,117000,Savings,M,ENUGU,N
50,Enterprenuer,M,117000,Savings,M,LAGOS,Y
50,Enterprenuer,M,117000,Savings,M,LAGOS,Y
50,Enterprenuer,M,117000,Savings,M,LAGOS,Y
33,Civil service,F,117000,Savings,S,LAGOS,N
34,Enterprenuer,M,117000,Savings,M,LAGOS,Y
34,Civil service,M,117000,Savings,M,OYO,N
34,Civil service,M,117000,Savings,M,OYO,N
34,Civil service,M,117000,Savings,M,OYO,Y
41,Civil service,M,117000,Savings,M,LAGOS,Y
41,Civil service,M,117000,Savings,M,LAGOS,Y
41,Civil service,M,117000,Savings,M,LAGOS,Y
31,Civil service,F,117000,Savings,S,OGUN,Y
46,Civil service,F,117000,Savings,M,LAGOS,Y
46,Civil service,F,117000,Savings,M,LAGOS,Y
31,Enterprenuer,M,117000,Savings,M,OGUN,Y
35,Enterprenuer,F,117000,Savings,M,OGUN,Y
28,Civil service,F,117000,Savings,M,LAGOS,Y
24,Student,F,117000,Savings,S,OGUN,Y
33,Enterprenuer,M,117000,Savings,M,LAGOS,Y
33,Enterprenuer,M,117000,Savings,M,LAGOS,Y
33,Civil service,F,117000,Savings,S,LAGOS,N
43,Enterprenuer,F,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,Y
42,Civil service,F,117000,Savings,M,LAGOS,Y
29,Civil service,M,117000,Savings,M,IMO,Y
33,Civil service,F,117000,Savings,S,LAGOS,Y
32,Enterprenuer,F,117000,Savings,M,RIVERS,Y
35,Civil service,F,117000,Savings,S,OGUN,N
38,Enterprenuer,F,117000,Savings,M,RIVERS,Y
35,Enterprenuer,M,117000,Savings,M,LAGOS,Y
29,Enterprenuer,F,117000,Savings,M,LAGOS,Y
34,Civil service,F,117000,Savings,M,OGUN,Y
35,Civil service,F,117000,Savings,M,LAGOS,Y
38,Civil service,M,117000,Savings,M,OGUN,Y
30,Enterprenuer,F,117000,Savings,M,ABUJA,Y
34,Civil service,F,117000,Savings,M,LAGOS,Y
30,Civil service,M,117000,Savings,M,LAGOS,Y
48,Civil service,F,117000,Savings,M,LAGOS,Y
45,Enterprenuer,M,117000,Savings,M,LAGOS,Y
36,Enterprenuer,M,117000,Savings,M,LAGOS,Y
42,Civil service,M,117000,Savings,M,LAGOS,N
30,Civil service,F,117000,Savings,S,LAGOS,Y
43,Enterprenuer,M,117000,Savings,M,OGUN,N
32,Civil service,F,117000,Savings,M,LAGOS,N
25,Civil service,F,117000,Savings,M,PLATEAU,N
46,Enterprenuer,M,117000,Savings,M,OGUN,Y
37,Professional,M,117000,Savings,M,LAGOS,N
51,Enterprenuer,M,117000,Savings,M,LAGOS,Y
51,Enterprenuer,M,117000,Savings,M,LAGOS,Y
51,Enterprenuer,M,117000,Savings,M,LAGOS,Y
35,Civil service,M,117000,Savings,M,LAGOS,Y
37,Civil service,M,117000,Savings,M,LAGOS,N
37,Civil service,M,117000,Savings,M,LAGOS,Y
29,Civil service,F,117000,Savings,M,LAGOS,Y
29,Civil service,F,117000,Savings,M,LAGOS,Y
41,Civil service,F,117000,Savings,M,LAGOS,Y
49,Civil service,M,117000,Savings,M,LAGOS,Y
52,Civil service,M,117000,Savings,M,LAGOS,Y
38,Professional,M,117000,Savings,M,LAGOS,Y
30,Enterprenuer,F,117000,Savings,M,LAGOS,Y
44,Enterprenuer,F,117000,Savings,M,OYO,Y
44,Enterprenuer,F,117000,Savings,M,OYO,Y
44,Civil service,M,117000,Savings,M,LAGOS,Y
39,Civil service,F,117000,Savings,M,OGUN,N
46,Civil service,M,117000,Savings,M,BENUE,Y
40,Enterprenuer,F,117000,Savings,M,OGUN,Y
52,Enterprenuer,M,117000,Savings,M,LAGOS,Y
34,Enterprenuer,M,117000,Savings,S,LAGOS,N
34,Civil service,M,117000,Savings,M,LAGOS,Y
34,Civil service,M,117000,Savings,M,LAGOS,Y
40,Civil service,M,117000,Savings,M,LAGOS,Y
30,Civil service,F,117000,Savings,S,LAGOS,Y
44,Professional,M,117000,Savings,M,LAGOS,Y
41,Civil service,M,117000,Savings,M,LAGOS,Y
51,Civil service,M,117000,Savings,M,LAGOS,Y
39,Professional,M,117000,Savings,S,LAGOS,Y
39,Professional,M,117000,Savings,S,LAGOS,Y
39,Professional,M,117000,Savings,S,LAGOS,Y
28,Enterprenuer,F,117000,Savings,M,LAGOS,Y
28,Enterprenuer,F,117000,Savings,M,LAGOS,Y
43,Enterprenuer,M,117000,Savings,M,LAGOS,Y
43,Enterprenuer,M,117000,Savings,M,LAGOS,N
49,Enterprenuer,F,117000,Savings,M,LAGOS,Y
43,Enterprenuer,M,117000,Savings,M,LAGOS,Y
40,Civil service,F,117000,Savings,M,LAGOS,Y
40,Civil service,F,117000,Savings,M,LAGOS,Y
38,Retiree,M,117000,Savings,M,LAGOS,Y
27,Enterprenuer,F,117000,Savings,M,LAGOS,N
30,Civil service,F,117000,Savings,S,LAGOS,Y
38,Civil service,M,117000,Savings,M,LAGOS,Y
45,Enterprenuer,F,117000,Savings,M,OGUN,N
49,Enterprenuer,M,117000,Savings,M,LAGOS,N
47,Civil service,F,117000,Savings,M,ABUJA,N
38,Civil service,M,117000,Savings,M,LAGOS,Y
47,Civil service,F,117000,Savings,M,ABUJA,N
41,Civil service,M,117000,Savings,M,LAGOS,N
47,Civil service,F,117000,Savings,M,ABUJA,N
31,Civil service,M,117000,Savings,M,LAGOS,Y
38,Civil service,M,117000,Savings,M,LAGOS,Y
32,Professional,M,117000,Savings,M,LAGOS,Y
38,Civil service,M,117000,Savings,M,LAGOS,N
32,Professional,M,117000,Savings,M,LAGOS,Y
36,Civil service,M,117000,Savings,M,LAGOS,N
29,Farming,M,117000,Savings,S,OGUN,Y
39,Civil service,F,117000,Savings,M,LAGOS,Y
34,Civil service,M,117000,Savings,M,LAGOS,Y
43,Enterprenuer,F,117000,Savings,S,LAGOS,Y
57,Enterprenuer,F,117000,Savings,M,LAGOS,N
43,Civil service,F,117000,Savings,M,OGUN,Y
47,Enterprenuer,F,117000,Savings,M,OGUN,N
47,Enterprenuer,F,117000,Savings,M,OGUN,Y
